Psalm A,Psalm B,Contiguous Phrase Matches,Skipgram Matches,Root Matches,Final Score
12,95,0,0,7,112.97
17,101,0,1,9,112.92
138,146,0,0,8,112.92
22,96,2,1,11,112.87
17,28,0,2,8,112.87
18,136,0,3,17,112.87
21,127,0,0,7,112.85
25,84,0,0,11,112.85
80,95,0,0,9,112.85
27,66,0,2,13,112.85
8,16,0,0,6,112.83
73,129,0,1,8,112.82
9,113,1,1,8,112.82
24,61,0,0,7,112.81
54,133,0,0,5,112.81
80,146,1,0,8,112.8
71,148,0,1,11,112.79
58,101,0,0,9,112.79
32,112,0,0,10,112.78
18,85,1,3,14,112.78
57,131,0,0,6,112.77
77,146,1,0,10,112.77
28,99,2,1,7,112.76
67,76,1,2,3,112.76
38,95,0,0,10,112.76
30,150,0,1,3,112.73
46,49,1,0,9,112.72
138,150,0,0,4,112.7
40,59,1,0,15,112.7
11,94,1,1,8,112.68
66,107,2,0,17,112.66
91,109,1,1,11,112.62
15,68,0,1,9,112.6
101,110,1,1,4,112.6
3,19,1,0,8,112.59
51,122,0,1,6,112.58
84,108,1,0,6,112.57
3,25,1,3,7,112.57
74,108,1,0,10,112.56
63,106,1,1,12,112.56
36,48,0,0,11,112.54
90,115,2,0,10,112.54
39,120,0,0,7,112.54
2,26,0,0,7,112.51
49,97,1,0,9,112.51
72,121,0,1,9,112.51
53,107,1,0,13,112.51
9,20,1,0,9,112.49
48,52,1,1,6,112.48
49,138,0,1,9,112.48
12,52,0,2,7,112.46
55,87,0,0,7,112.45
20,66,0,0,8,112.45
51,110,0,0,9,112.42
122,124,1,0,3,112.41
76,86,0,1,9,112.38
58,73,0,1,11,112.37
1,119,6,6,11,112.36
45,116,0,0,11,112.35
5,81,0,0,10,112.35
132,144,1,0,10,112.34
4,87,0,0,6,112.29
35,96,0,0,14,112.28
40,42,1,1,10,112.28
108,118,0,1,9,112.27
22,148,2,1,12,112.23
76,143,0,2,10,112.21
35,126,2,0,7,112.2
15,146,0,1,5,112.18
44,72,2,0,13,112.17
39,72,0,0,11,112.13
5,60,0,0,10,112.12
18,29,3,3,12,112.12
72,127,0,0,7,112.12
2,106,0,1,15,112.09
52,117,0,1,2,112.07
100,116,2,0,5,112.04
58,115,1,0,9,112.03
102,137,0,0,11,112.01
67,105,0,0,10,112.0
79,82,2,0,5,111.99
37,80,0,0,15,111.99
42,81,1,0,10,111.96
65,73,0,0,11,111.95
18,125,1,0,11,111.95
25,102,4,0,12,111.95
85,87,1,0,4,111.93
90,144,0,1,9,111.93
96,126,1,1,5,111.88
65,105,1,1,10,111.87
87,138,0,0,5,111.86
86,98,0,1,8,111.86
40,129,0,3,5,111.84
109,121,1,2,7,111.84
44,50,0,1,15,111.84
123,147,0,1,5,111.8
40,58,0,0,10,111.79
79,112,0,0,11,111.79
6,15,1,0,4,111.79
30,77,0,1,9,111.76
3,14,1,1,7,111.76
80,126,0,1,5,111.75
13,107,1,0,9,111.75
57,86,2,2,8,111.75
100,101,0,0,7,111.75
97,128,0,0,4,111.74
88,138,1,0,9,111.72
56,87,0,0,5,111.72
39,118,0,1,11,111.69
18,137,1,1,14,111.69
19,108,1,0,8,111.67
53,149,1,0,6,111.67
1,106,0,1,10,111.65
5,132,0,0,10,111.63
30,80,1,0,9,111.63
59,87,0,0,7,111.62
126,135,1,1,7,111.61
59,141,1,0,11,111.61
33,143,1,3,12,111.6
68,130,1,0,10,111.59
3,57,1,0,7,111.54
42,62,2,1,8,111.53
84,138,0,1,8,111.53
31,57,1,2,9,111.52
21,132,0,0,11,111.52
5,98,0,0,9,111.52
102,130,0,0,10,111.52
33,93,0,0,5,111.51
76,136,0,0,8,111.51
57,124,0,0,7,111.5
37,129,1,2,8,111.49
126,138,0,0,6,111.48
85,118,1,0,11,111.47
3,20,2,1,4,111.46
58,127,0,0,6,111.45
91,115,0,3,9,111.45
21,139,1,2,10,111.45
117,145,1,0,5,111.41
79,113,0,2,8,111.4
109,133,0,0,7,111.38
13,119,3,2,16,111.35
4,59,0,0,9,111.34
3,85,0,0,8,111.31
7,8,0,1,8,111.29
66,121,1,0,9,111.29
16,145,0,0,11,111.28
19,99,0,0,9,111.26
18,130,1,3,10,111.24
61,74,0,1,10,111.24
16,74,1,0,12,111.23
39,106,0,1,15,111.22
80,142,0,1,7,111.22
43,79,0,0,7,111.21
53,112,0,0,7,111.2
46,77,1,1,10,111.2
10,86,1,2,11,111.19
75,118,0,1,8,111.18
4,132,0,1,8,111.18
85,109,0,1,13,111.18
45,129,0,0,7,111.16
27,127,0,0,9,111.16
96,118,1,2,11,111.15
70,94,1,0,5,111.14
83,91,1,1,9,111.12
31,122,0,1,9,111.12
15,83,0,0,7,111.09
23,42,1,0,6,111.09
20,99,1,2,5,111.07
20,77,1,0,9,111.06
55,65,0,0,11,111.05
45,47,2,0,7,111.03
117,149,1,0,1,111.01
53,99,0,0,8,111.0
96,147,1,2,10,111.0
62,68,1,0,16,110.98
4,92,0,0,7,110.97
8,135,1,4,5,110.94
1,65,0,0,6,110.94
54,115,0,0,9,110.92
29,99,1,3,4,110.91
109,115,0,2,15,110.89
41,92,0,1,10,110.89
118,147,1,2,11,110.88
88,123,2,1,4,110.87
2,61,0,0,7,110.87
83,86,1,1,12,110.83
63,141,1,0,7,110.83
30,33,1,1,10,110.79
38,82,0,0,9,110.79
48,127,0,1,6,110.75
28,65,0,0,9,110.75
30,81,1,0,10,110.72
34,73,1,0,15,110.72
124,127,1,0,4,110.72
44,90,1,3,11,110.72
54,132,0,0,9,110.71
6,83,1,1,7,110.7
31,136,0,4,11,110.7
33,67,1,2,6,110.69
13,52,0,0,6,110.69
42,54,0,2,7,110.68
3,110,0,0,7,110.66
49,108,0,0,10,110.65
81,122,1,2,6,110.63
45,83,1,1,12,110.61
1,41,0,0,8,110.6
44,114,0,0,6,110.55
80,121,0,1,6,110.51
5,44,1,2,11,110.49
12,145,2,1,9,110.48
17,43,0,1,5,110.45
61,95,0,0,6,110.42
82,147,0,0,9,110.42
107,144,1,0,14,110.4
29,122,0,0,7,110.4
27,125,1,0,6,110.39
78,142,0,0,14,110.37
68,70,1,0,7,110.36
7,37,0,3,16,110.35
117,127,1,0,2,110.35
64,103,0,0,11,110.35
26,118,1,0,10,110.35
5,75,2,1,7,110.34
26,79,0,0,9,110.34
38,74,1,0,14,110.34
81,100,0,0,7,110.33
53,58,1,0,6,110.33
42,45,2,1,10,110.32
46,148,0,3,7,110.3
46,92,0,0,8,110.28
88,126,0,0,6,110.27
28,112,0,0,10,110.27
71,97,4,1,7,110.27
118,146,0,1,10,110.25
34,98,0,1,10,110.24
83,141,0,0,10,110.23
5,47,1,0,8,110.23
84,116,0,2,8,110.23
20,103,1,1,7,110.22
44,83,0,1,14,110.22
28,132,0,0,11,110.2
32,56,1,0,11,110.18
17,127,0,0,7,110.16
36,83,0,0,11,110.14
114,122,0,0,4,110.1
1,109,1,2,8,110.09
73,126,0,0,8,110.08
94,122,1,1,7,110.07
34,76,0,2,8,110.07
64,124,0,0,6,110.06
1,35,2,1,8,110.06
20,55,0,0,10,110.05
73,116,0,0,12,110.02
86,110,0,0,10,110.02
27,77,0,1,12,110.02
130,143,0,1,6,109.98
104,142,0,1,10,109.97
44,82,0,0,10,109.96
51,60,0,0,11,109.96
76,119,0,1,23,109.92
106,140,0,2,12,109.89
38,118,0,0,13,109.89
29,55,0,0,11,109.87
25,116,1,1,8,109.86
3,138,0,2,7,109.84
29,98,0,0,7,109.83
10,23,1,0,6,109.82
95,144,0,0,9,109.82
48,128,0,0,6,109.8
13,19,1,1,5,109.79
53,62,2,0,7,109.79
87,130,0,0,4,109.78
16,93,1,1,3,109.77
37,135,1,4,14,109.77
28,135,2,0,10,109.76
20,94,2,1,5,109.76
120,123,2,1,0,109.76
62,105,0,0,17,109.75
87,149,0,0,6,109.74
62,132,0,0,11,109.73
28,120,1,1,5,109.72
110,126,0,0,4,109.72
17,125,0,0,6,109.71
70,139,1,0,6,109.67
18,127,0,1,13,109.66
71,96,1,0,12,109.65
2,53,0,0,7,109.61
40,108,0,0,11,109.6
35,76,1,0,10,109.58
90,130,0,1,6,109.58
113,118,2,2,5,109.56
34,59,1,0,13,109.55
136,145,0,2,12,109.54
138,140,0,0,9,109.54
57,69,0,3,12,109.49
47,149,0,0,5,109.49
65,77,0,1,10,109.47
13,104,2,0,9,109.47
20,69,2,2,9,109.47
94,127,1,0,7,109.47
21,88,0,1,10,109.46
51,74,1,0,12,109.46
135,140,0,0,11,109.45
81,125,0,0,8,109.45
68,83,0,1,16,109.43
20,73,0,0,9,109.43
114,147,0,0,6,109.41
33,82,0,1,7,109.41
125,126,2,0,3,109.41
3,53,0,1,7,109.37
21,39,1,0,10,109.36
8,105,1,2,9,109.35
57,81,1,2,8,109.35
64,104,0,0,11,109.33
34,46,1,1,10,109.33
36,106,0,1,15,109.32
137,144,0,0,9,109.3
56,80,0,0,11,109.26
47,68,0,2,11,109.25
6,71,1,0,10,109.23
58,92,0,1,7,109.23
47,67,1,1,5,109.22
26,105,0,0,14,109.19
36,140,0,0,10,109.16
11,89,1,1,12,109.16
17,108,0,0,9,109.15
5,130,0,1,6,109.15
1,111,0,0,6,109.14
94,95,0,0,11,109.13
87,133,0,0,4,109.12
73,132,0,0,13,109.09
93,102,1,0,7,109.08
49,63,1,0,8,109.08
26,108,0,0,6,109.02
45,60,1,0,9,109.0
29,149,0,1,6,109.0
63,127,0,0,5,108.98
44,149,1,1,8,108.98
43,55,0,0,8,108.98
110,148,1,0,7,108.97
14,40,2,0,9,108.97
15,134,0,0,3,108.94
100,148,1,0,7,108.93
2,141,0,0,8,108.89
48,60,0,2,6,108.87
13,64,1,0,5,108.84
99,149,0,0,7,108.84
59,95,0,0,11,108.83
11,76,0,0,7,108.8
122,132,2,0,6,108.8
32,45,0,1,9,108.78
4,45,0,0,10,108.78
56,96,1,0,10,108.74
129,141,0,0,6,108.74
38,146,1,0,8,108.74
70,119,2,0,13,108.74
5,108,1,0,7,108.73
1,74,0,0,9,108.73
32,46,0,0,8,108.72
85,130,2,1,4,108.71
26,42,0,1,8,108.69
65,97,0,1,7,108.67
6,12,2,1,3,108.66
30,107,1,0,10,108.65
50,125,0,1,7,108.65
17,42,0,1,9,108.64
101,144,0,1,7,108.6
51,76,0,0,10,108.6
52,102,1,1,9,108.6
107,110,0,0,9,108.58
10,144,0,1,9,108.55
73,96,0,1,12,108.54
40,75,0,0,11,108.54
73,130,0,0,8,108.54
20,52,0,0,7,108.52
61,135,2,0,7,108.51
35,146,1,0,11,108.47
54,68,0,0,13,108.47
9,46,0,1,10,108.44
100,104,2,0,9,108.41
143,145,0,1,11,108.4
63,74,0,0,11,108.4
115,129,1,1,6,108.37
100,121,0,0,5,108.34
33,62,1,1,11,108.34
48,111,0,0,8,108.33
6,108,1,1,6,108.33
54,111,0,1,5,108.3
14,121,0,0,7,108.3
115,127,1,0,7,108.3
73,136,0,0,12,108.29
35,91,0,0,14,108.28
71,149,0,0,7,108.27
48,119,1,4,22,108.27
11,74,0,0,9,108.27
15,33,0,1,8,108.26
44,98,0,3,7,108.26
65,133,0,0,6,108.25
3,119,0,3,21,108.25
38,83,1,1,12,108.24
73,133,0,0,7,108.23
68,92,2,0,12,108.23
46,103,0,2,9,108.22
6,98,1,0,6,108.22
94,138,0,0,10,108.2
2,28,0,1,6,108.2
5,111,0,0,8,108.19
51,75,1,0,8,108.17
21,115,1,1,8,108.17
24,97,0,0,7,108.16
2,6,1,0,4,108.14
128,145,0,1,7,108.13
76,99,0,0,7,108.12
78,149,0,0,13,108.11
5,71,3,1,9,108.11
71,146,0,1,11,108.08
46,144,0,1,8,108.01
19,100,0,0,7,107.98
67,148,0,1,5,107.98
15,116,0,0,6,107.95
85,94,0,0,9,107.92
36,81,0,0,12,107.92
42,46,2,1,8,107.9
11,70,1,0,4,107.9
56,83,2,0,9,107.89
22,140,2,1,13,107.86
12,119,3,2,17,107.85
13,15,1,0,3,107.84
14,21,1,0,8,107.83
3,10,1,0,9,107.83
36,129,0,0,6,107.8
2,146,2,1,5,107.8
37,99,1,0,11,107.78
26,49,0,1,9,107.78
6,104,0,0,10,107.78
76,103,0,2,9,107.73
56,76,0,1,8,107.7
31,124,1,0,8,107.69
4,9,1,0,8,107.69
20,135,1,3,5,107.65
107,124,0,0,10,107.65
53,73,0,2,11,107.65
22,58,0,0,11,107.63
47,88,1,0,8,107.62
66,142,0,0,8,107.61
2,67,0,1,3,107.6
44,129,0,0,6,107.6
32,149,0,0,5,107.55
108,122,0,0,6,107.55
57,88,0,1,10,107.54
43,80,0,0,6,107.54
4,12,2,1,5,107.53
20,43,0,0,4,107.52
12,26,1,0,7,107.51
46,125,0,0,6,107.51
13,66,0,0,10,107.51
132,146,0,0,9,107.5
51,105,0,1,17,107.49
95,97,2,0,5,107.47
101,112,0,0,8,107.46
105,123,1,0,8,107.46
1,31,0,0,9,107.43
52,132,0,1,8,107.42
13,36,0,3,4,107.42
14,77,0,2,8,107.41
22,131,1,2,6,107.41
14,24,0,0,6,107.4
44,130,0,0,9,107.4
27,107,1,0,15,107.39
8,76,0,1,6,107.39
59,144,1,1,8,107.38
132,142,0,0,8,107.38
58,143,0,2,8,107.38
33,100,1,2,5,107.37
75,129,0,0,6,107.35
141,146,1,0,7,107.34
9,43,0,0,8,107.33
45,75,0,0,9,107.33
10,120,0,0,5,107.31
54,74,0,0,10,107.31
59,64,1,0,10,107.28
68,128,1,0,8,107.28
118,135,4,2,9,107.27
2,62,0,1,8,107.23
107,135,1,1,17,107.22
34,149,0,0,8,107.22
11,142,0,0,5,107.2
100,144,0,0,7,107.19
60,90,0,0,8,107.17
111,124,0,0,4,107.16
86,148,0,0,11,107.15
25,141,1,3,8,107.14
11,98,0,0,5,107.13
51,99,0,0,9,107.12
71,110,0,0,10,107.12
85,112,0,0,7,107.12
25,115,2,0,12,107.11
2,122,0,0,5,107.08
80,135,0,0,14,107.07
41,145,0,2,10,107.05
2,41,2,1,7,107.05
50,60,0,0,11,107.04
8,88,1,0,7,107.03
12,76,0,1,6,107.03
93,106,0,1,7,107.02
59,140,0,0,10,107.02
44,84,1,2,12,107.01
12,36,1,0,7,107.0
22,57,0,0,12,106.99
103,116,2,1,9,106.99
24,53,0,0,6,106.99
3,93,0,0,4,106.98
8,56,1,0,7,106.97
9,131,0,1,6,106.96
58,105,1,1,11,106.88
42,148,0,1,7,106.86
4,91,1,0,5,106.85
16,102,1,0,10,106.84
23,75,0,1,5,106.8
126,134,1,0,3,106.8
120,141,1,0,5,106.79
44,144,0,0,12,106.78
56,142,0,0,9,106.77
69,96,2,1,13,106.77
89,142,0,0,13,106.76
20,24,0,1,6,106.75
18,113,1,0,13,106.75
97,113,1,1,4,106.74
100,126,0,1,4,106.72
45,131,0,0,6,106.7
26,59,1,0,11,106.69
22,99,1,2,10,106.68
1,91,1,0,6,106.66
40,90,0,1,13,106.65
38,45,0,0,11,106.64
14,88,0,1,9,106.62
134,139,0,1,4,106.61
24,118,1,0,9,106.58
2,52,0,1,5,106.58
57,97,1,1,5,106.58
94,145,0,1,12,106.56
48,64,0,0,8,106.55
54,62,0,0,9,106.54
97,130,0,1,5,106.54
45,74,0,0,12,106.54
19,148,0,0,9,106.53
6,112,0,1,4,106.52
96,101,0,0,8,106.5
18,150,0,0,7,106.48
61,109,0,0,12,106.46
41,140,1,1,8,106.43
83,140,0,0,11,106.41
103,122,0,0,8,106.41
3,9,2,0,9,106.4
66,122,0,0,8,106.39
9,144,0,0,9,106.39
33,86,0,2,12,106.36
7,60,0,0,10,106.34
60,85,1,0,8,106.34
42,131,1,2,3,106.34
19,82,0,0,7,106.33
32,65,0,0,8,106.32
117,130,0,1,3,106.28
85,146,0,1,5,106.23
27,79,2,0,10,106.23
32,108,0,0,7,106.22
120,147,0,0,6,106.21
52,146,0,1,7,106.21
2,3,1,0,7,106.2
23,49,0,1,7,106.19
49,53,1,0,8,106.19
7,121,0,0,7,106.17
53,74,0,1,11,106.15
45,125,1,1,5,106.14
23,40,0,1,10,106.14
60,97,0,0,7,106.13
5,87,0,0,7,106.09
31,125,0,1,8,106.09
9,129,1,1,6,106.06
35,103,1,1,15,106.05
19,126,0,2,5,106.05
107,114,0,1,5,106.04
34,100,2,0,6,106.03
126,133,2,0,2,106.01
41,144,1,0,10,105.97
29,115,2,1,8,105.97
11,133,0,0,4,105.96
69,98,3,0,12,105.95
88,108,2,0,5,105.93
2,128,1,0,5,105.93
57,98,1,0,5,105.93
8,106,0,2,10,105.92
65,99,0,0,8,105.91
104,127,0,0,9,105.91
56,106,0,0,15,105.9
30,37,1,5,8,105.88
125,140,0,0,7,105.86
3,125,0,0,6,105.85
103,113,2,2,4,105.85
34,56,1,0,12,105.85
14,97,0,1,5,105.84
13,141,1,1,7,105.83
97,103,0,1,9,105.82
66,126,0,1,7,105.79
45,137,0,0,9,105.76
104,114,0,0,6,105.75
92,116,1,0,8,105.75
64,109,1,0,12,105.73
6,53,1,1,5,105.73
33,123,1,1,6,105.72
54,118,1,1,6,105.7
23,73,2,0,7,105.7
20,34,0,0,8,105.7
26,113,0,0,7,105.67
27,147,1,1,10,105.67
97,148,0,1,7,105.64
87,128,0,0,4,105.62
6,58,0,0,6,105.62
5,67,0,0,6,105.62
24,76,0,1,6,105.61
100,118,0,3,4,105.6
50,110,0,0,9,105.6
48,134,0,0,4,105.58
38,46,0,0,10,105.58
26,146,1,0,8,105.57
103,134,2,2,2,105.57
1,45,1,0,4,105.57
40,126,0,1,5,105.57
99,115,0,0,9,105.57
21,22,1,1,12,105.56
7,115,0,3,9,105.55
53,119,0,1,22,105.54
47,122,0,1,4,105.54
141,144,0,0,9,105.52
53,121,0,0,7,105.52
54,56,0,0,8,105.51
52,135,2,2,8,105.51
17,102,0,1,12,105.5
67,96,1,0,5,105.47
42,86,3,3,8,105.42
47,73,0,0,10,105.41
122,135,0,1,8,105.4
23,56,2,0,6,105.38
101,103,1,2,9,105.37
50,108,0,2,7,105.35
34,85,0,2,8,105.35
24,143,0,0,10,105.35
56,79,0,0,12,105.34
75,139,0,1,9,105.34
43,66,0,0,8,105.34
32,129,0,1,5,105.33
68,88,0,0,16,105.31
12,25,1,1,8,105.3
79,118,0,0,13,105.29
25,104,0,0,14,105.27
22,85,0,1,12,105.25
75,81,1,1,7,105.23
57,136,0,2,5,105.23
100,130,0,2,4,105.23
83,142,0,0,8,105.2
64,129,0,0,5,105.2
69,120,0,0,8,105.2
98,133,0,0,4,105.19
19,91,0,0,9,105.19
71,133,0,0,7,105.17
6,44,1,0,10,105.15
65,124,0,0,6,105.15
59,92,3,1,9,105.15
56,62,3,0,10,105.12
97,137,0,0,5,105.09
113,139,0,0,9,105.05
79,111,0,0,9,105.04
28,60,0,0,11,105.02
119,131,1,2,12,105.02
59,110,0,1,8,105.0
53,145,1,0,10,105.0
28,67,0,0,7,105.0
102,125,0,0,9,105.0
3,108,1,0,5,104.99
85,111,0,1,7,104.98
10,11,0,2,8,104.95
68,116,0,0,14,104.87
10,126,0,0,6,104.87
51,131,0,0,7,104.81
26,121,0,0,7,104.8
14,116,1,1,7,104.8
2,10,0,1,9,104.8
21,142,0,0,7,104.78
23,106,2,0,9,104.76
41,108,1,0,6,104.74
32,102,1,1,11,104.74
23,35,1,0,9,104.74
111,132,0,0,8,104.72
37,59,0,2,15,104.72
19,79,0,0,12,104.71
28,101,1,0,9,104.7
6,22,4,0,8,104.69
46,116,0,1,8,104.68
70,79,0,0,5,104.68
100,138,0,1,6,104.66
12,123,0,0,3,104.65
9,27,0,2,12,104.65
3,104,2,0,9,104.65
16,83,0,0,9,104.63
62,91,1,0,8,104.62
57,72,1,1,8,104.61
65,149,0,0,5,104.61
7,79,1,0,11,104.61
120,132,1,0,4,104.6
2,103,2,1,9,104.6
7,132,2,0,11,104.57
13,92,0,1,7,104.55
83,125,0,0,7,104.54
28,59,1,1,11,104.52
56,143,1,1,10,104.52
62,135,0,0,11,104.52
87,88,1,0,7,104.5
132,138,0,0,9,104.49
2,98,2,0,5,104.49
75,135,1,0,7,104.48
13,83,0,0,9,104.48
97,144,0,0,5,104.44
111,125,0,2,4,104.44
106,142,0,0,11,104.43
37,100,1,2,7,104.41
24,66,1,3,6,104.41
23,125,0,1,4,104.4
7,146,1,0,9,104.39
68,100,0,0,10,104.35
31,84,0,0,15,104.33
9,12,2,0,7,104.32
57,79,0,3,8,104.31
11,14,1,2,3,104.29
127,133,1,0,3,104.27
11,29,0,1,6,104.25
14,25,0,1,9,104.25
31,87,0,0,8,104.25
74,97,0,0,10,104.23
28,116,2,2,6,104.23
57,105,0,1,13,104.23
68,111,0,0,12,104.22
14,140,0,0,9,104.22
41,77,0,0,12,104.21
57,99,2,1,4,104.18
43,138,0,2,5,104.18
140,143,1,1,8,104.18
42,128,1,0,5,104.17
38,133,0,0,7,104.17
68,98,1,1,10,104.16
45,54,0,1,8,104.16
52,68,0,0,12,104.16
15,111,1,0,5,104.15
56,135,2,0,10,104.13
83,131,0,0,6,104.12
122,126,1,1,3,104.12
118,130,2,2,5,104.09
49,146,0,1,8,104.08
111,113,1,0,6,104.08
116,120,0,1,6,104.06
13,46,0,0,6,104.05
68,124,0,0,11,104.03
43,70,0,0,4,104.0
98,123,0,0,4,103.99
34,58,0,1,10,103.95
16,113,0,0,6,103.94
32,146,0,1,8,103.94
2,81,0,1,6,103.93
11,57,1,0,7,103.93
80,98,0,0,8,103.93
46,133,0,0,5,103.85
10,46,1,0,8,103.82
108,115,0,3,7,103.8
33,91,2,1,8,103.78
29,73,0,0,11,103.78
16,96,1,0,8,103.72
37,57,1,0,10,103.72
129,145,0,1,6,103.72
108,119,0,1,20,103.72
76,148,0,1,8,103.72
23,88,1,0,8,103.71
89,125,0,0,11,103.7
5,74,0,0,13,103.7
76,115,0,1,9,103.7
98,107,0,0,10,103.66
20,27,1,2,6,103.65
49,67,0,0,8,103.63
98,135,0,1,9,103.63
37,108,0,0,11,103.61
92,97,0,0,7,103.58
50,64,0,1,10,103.55
4,81,0,1,8,103.51
58,63,0,0,7,103.51
51,104,1,0,12,103.51
25,63,0,0,10,103.51
16,115,1,0,9,103.5
12,65,1,0,7,103.46
66,92,1,1,10,103.46
7,20,1,1,6,103.45
79,84,0,0,11,103.43
13,29,1,0,5,103.43
6,145,0,0,9,103.42
28,71,1,0,11,103.42
10,48,1,0,10,103.42
25,53,0,0,10,103.41
93,143,0,0,5,103.4
50,86,1,0,13,103.4
73,118,0,1,16,103.4
87,107,0,0,8,103.4
8,149,0,0,4,103.4
50,144,0,0,10,103.39
115,118,4,5,7,103.38
48,66,2,2,9,103.38
63,121,1,0,4,103.37
91,111,0,0,7,103.35
95,146,0,0,7,103.35
69,150,0,0,5,103.34
60,88,2,0,6,103.31
35,123,1,0,7,103.29
46,88,1,1,9,103.28
15,40,0,1,8,103.26
16,20,0,0,7,103.24
82,139,1,1,7,103.23
10,43,1,0,7,103.22
19,66,0,0,13,103.2
10,58,1,0,9,103.18
36,61,0,0,7,103.16
116,121,0,0,6,103.15
21,98,0,0,7,103.13
142,146,0,0,6,103.12
40,133,0,0,7,103.11
68,136,0,1,13,103.11
26,62,0,1,9,103.1
32,116,0,0,9,103.07
95,107,0,1,11,103.07
21,147,0,0,10,103.06
41,122,1,0,7,103.03
53,101,1,0,7,103.03
40,92,0,2,11,103.02
49,144,1,1,6,103.01
11,106,0,0,10,103.01
6,105,0,0,10,103.0
90,98,0,0,8,102.99
42,52,2,0,6,102.99
6,76,1,0,5,102.99
39,46,0,0,9,102.98
48,123,0,0,5,102.98
13,81,1,1,6,102.97
72,118,1,0,14,102.96
62,95,0,1,8,102.93
13,103,1,0,8,102.92
35,110,0,0,10,102.91
119,144,0,1,24,102.89
77,148,0,1,10,102.89
32,54,0,0,7,102.86
8,30,0,0,7,102.85
77,142,0,1,6,102.85
129,147,0,1,6,102.84
2,30,0,0,6,102.83
68,142,0,0,11,102.83
76,133,0,0,4,102.8
11,78,0,0,14,102.77
60,64,0,0,8,102.77
91,99,0,0,8,102.74
66,108,2,0,8,102.74
29,49,0,0,9,102.74
36,125,1,1,5,102.73
113,130,0,0,6,102.73
15,27,2,0,5,102.7
22,146,2,1,9,102.68
94,99,1,2,7,102.67
36,128,0,0,5,102.67
30,121,0,0,6,102.64
91,101,0,1,8,102.64
70,97,1,0,4,102.61
96,141,0,0,6,102.61
20,115,0,1,5,102.6
37,74,2,2,13,102.59
108,143,1,1,6,102.59
63,149,0,0,5,102.59
68,71,0,0,17,102.59
65,137,0,0,7,102.58
27,133,1,1,5,102.57
56,92,0,0,9,102.57
7,84,1,2,9,102.57
33,140,0,2,10,102.56
11,128,0,0,4,102.56
4,15,1,0,4,102.54
2,148,3,0,6,102.52
48,130,0,0,6,102.51
2,118,0,0,9,102.5
45,62,1,1,10,102.49
47,82,0,0,5,102.49
8,36,0,0,8,102.48
28,148,1,0,10,102.47
40,60,1,0,9,102.44
6,48,0,1,6,102.42
21,51,1,0,9,102.42
79,141,0,0,10,102.39
3,62,1,1,7,102.38
22,117,2,0,4,102.37
125,149,0,0,5,102.36
50,120,0,0,7,102.34
16,146,1,1,6,102.3
24,104,0,0,10,102.3
11,132,0,0,7,102.29
119,123,0,1,13,102.29
34,44,0,0,15,102.29
48,146,0,0,8,102.29
85,86,1,0,9,102.28
69,115,1,0,17,102.27
46,145,0,0,9,102.24
101,140,0,0,9,102.24
47,142,0,2,4,102.24
108,135,1,0,8,102.23
47,111,0,0,5,102.19
30,93,2,0,4,102.17
26,72,1,0,9,102.16
10,85,1,0,8,102.16
30,124,0,0,6,102.14
26,32,0,0,11,102.11
18,126,1,1,7,102.11
62,67,0,0,7,102.1
74,142,1,2,7,102.08
23,103,0,0,10,102.08
24,109,3,0,7,102.07
103,124,1,0,8,102.07
60,118,0,0,10,102.06
32,135,0,0,12,102.05
95,149,0,0,6,102.05
26,135,2,1,8,102.04
14,47,1,0,6,102.03
30,84,1,0,7,102.01
46,63,0,0,6,102.01
24,27,2,1,7,102.0
114,144,0,0,5,101.99
89,133,1,0,7,101.96
11,105,0,0,12,101.96
26,140,0,0,10,101.95
12,69,2,1,10,101.94
64,108,1,0,6,101.92
77,124,0,0,8,101.91
111,131,0,0,3,101.87
87,92,1,0,5,101.87
38,127,1,0,7,101.86
38,47,1,0,8,101.86
3,124,1,0,5,101.85
21,35,0,2,9,101.84
20,25,0,0,8,101.84
22,129,1,0,8,101.83
20,23,1,0,4,101.83
32,96,0,0,8,101.83
39,95,0,0,10,101.8
132,148,0,0,10,101.77
15,138,0,0,6,101.76
21,136,0,2,8,101.75
6,92,2,0,6,101.74
10,132,1,1,10,101.74
11,146,0,2,5,101.71
96,113,2,0,6,101.71
34,57,0,0,9,101.71
40,137,0,0,10,101.71
17,130,0,0,7,101.68
13,23,1,0,4,101.66
71,126,0,0,8,101.65
98,119,3,4,17,101.64
43,103,0,0,7,101.64
129,133,1,0,3,101.63
8,33,0,0,8,101.63
51,82,0,1,8,101.61
67,85,1,0,5,101.61
38,48,0,1,10,101.6
6,123,1,1,4,101.58
14,143,0,0,10,101.55
19,95,1,0,8,101.55
24,119,1,4,16,101.54
104,110,0,0,8,101.52
50,114,0,0,6,101.52
26,111,0,0,7,101.5
52,124,0,0,5,101.49
97,126,0,0,4,101.49
13,34,0,0,9,101.48
3,121,0,0,5,101.47
24,127,0,1,4,101.47
142,144,0,0,7,101.42
106,149,2,2,8,101.4
9,146,1,0,9,101.4
123,128,1,0,2,101.39
9,107,1,0,16,101.38
2,43,1,0,4,101.36
10,64,0,0,10,101.34
1,38,1,0,5,101.33
72,124,1,0,8,101.33
11,71,0,1,7,101.33
6,68,0,0,11,101.32
67,98,2,2,2,101.31
12,148,1,0,8,101.3
