Psalm A,Psalm B,Contiguous Phrase Matches,Skipgram Matches,Root Matches,Final Score
2,71,0,1,12,140.29
15,108,1,0,6,140.28
18,24,2,1,17,140.27
24,44,2,0,13,140.25
18,142,0,2,14,140.24
132,147,0,0,15,140.24
109,118,4,2,16,140.24
68,94,0,0,18,140.23
79,132,0,0,14,140.22
25,107,3,1,17,140.22
78,93,0,0,13,140.2
23,25,3,0,9,140.19
34,50,0,3,15,140.19
39,121,0,0,9,140.19
44,53,0,3,10,140.18
75,145,1,1,9,140.14
11,102,1,0,9,140.12
6,80,1,1,8,140.11
19,65,1,0,7,140.04
59,68,3,2,17,140.03
73,84,0,1,15,140.01
9,86,1,4,12,139.97
57,61,1,1,8,139.97
69,121,1,0,12,139.96
80,138,0,1,8,139.92
58,79,1,0,9,139.9
122,133,2,0,2,139.87
19,142,0,0,10,139.86
25,95,1,0,11,139.77
47,146,0,1,7,139.75
4,16,1,0,9,139.72
5,66,2,1,13,139.71
47,132,0,0,9,139.71
110,140,0,0,9,139.71
12,108,1,0,7,139.71
89,118,1,1,24,139.7
139,141,0,1,13,139.7
35,113,0,0,12,139.69
73,76,1,1,9,139.69
54,107,0,1,12,139.69
12,15,1,0,6,139.67
36,56,0,0,13,139.66
30,76,0,0,9,139.65
96,132,0,0,12,139.65
88,94,1,1,16,139.64
8,10,0,0,10,139.64
75,147,0,1,11,139.64
47,147,0,1,10,139.59
22,116,1,1,17,139.58
120,126,1,0,3,139.58
5,118,0,1,15,139.56
90,106,1,1,16,139.55
103,143,2,2,15,139.55
138,142,1,0,7,139.51
76,97,0,0,10,139.51
115,143,1,0,13,139.5
97,112,0,2,8,139.49
40,104,3,0,14,139.48
19,23,1,0,9,139.47
45,86,0,0,15,139.47
15,95,0,0,7,139.44
15,50,1,0,9,139.43
22,101,1,2,14,139.41
76,79,1,1,9,139.4
128,129,1,0,4,139.4
36,141,1,1,10,139.39
22,141,2,0,14,139.37
72,145,4,2,12,139.37
108,149,0,0,5,139.37
41,102,1,2,14,139.36
68,127,0,0,12,139.35
50,90,1,1,12,139.33
41,79,0,0,16,139.31
66,102,1,1,19,139.31
46,84,1,3,6,139.29
10,78,2,2,23,139.29
53,55,3,1,10,139.28
45,132,0,0,14,139.24
16,39,0,0,12,139.22
100,143,0,0,11,139.22
22,86,2,3,18,139.21
20,71,0,1,9,139.2
30,41,1,3,7,139.19
13,110,0,2,5,139.17
65,145,1,0,13,139.16
14,59,2,2,10,139.16
16,110,0,1,7,139.15
41,103,3,3,10,139.14
69,82,1,1,12,139.12
17,37,0,2,15,139.1
27,120,1,2,6,139.09
2,115,0,2,10,139.07
14,100,1,0,7,139.05
109,148,1,1,15,139.04
10,129,1,1,7,139.01
27,43,0,1,8,138.96
65,112,0,0,10,138.95
108,130,0,1,6,138.93
34,83,0,0,16,138.92
105,122,1,0,12,138.92
78,95,1,1,20,138.91
94,112,0,0,14,138.86
44,96,0,2,14,138.86
112,132,0,0,11,138.83
109,142,1,1,13,138.82
79,128,1,0,6,138.8
63,71,1,0,12,138.8
66,135,1,1,17,138.79
91,97,1,0,9,138.76
11,34,0,2,10,138.75
66,124,0,0,11,138.73
108,146,0,0,7,138.73
7,101,0,0,12,138.7
84,119,0,2,29,138.68
61,79,1,0,10,138.68
9,91,1,0,13,138.67
60,105,1,1,15,138.67
40,138,0,0,13,138.66
59,88,1,2,15,138.63
37,147,0,4,17,138.62
21,90,2,0,11,138.61
39,116,1,0,11,138.59
28,127,0,0,8,138.58
16,58,0,0,9,138.57
9,122,0,3,6,138.57
46,129,0,0,3,138.54
36,71,0,0,14,138.54
81,94,1,1,13,138.51
20,72,1,0,8,138.49
77,111,0,0,12,138.46
65,96,0,1,10,138.45
51,66,0,0,18,138.4
40,118,2,3,15,138.4
27,101,1,0,10,138.4
10,30,4,1,7,138.4
9,73,1,2,13,138.39
106,115,2,4,17,138.38
39,135,0,0,15,138.38
45,69,1,1,19,138.37
27,59,0,0,16,138.36
85,135,0,2,11,138.35
27,50,0,1,16,138.33
19,35,1,0,17,138.33
8,111,1,0,5,138.32
5,110,0,0,10,138.32
14,92,1,0,9,138.29
14,80,2,0,9,138.28
22,63,3,0,13,138.26
14,52,0,0,10,138.26
62,79,1,0,10,138.25
42,116,0,0,12,138.22
141,142,1,0,8,138.21
72,113,2,2,8,138.21
34,128,1,3,6,138.18
78,127,0,2,15,138.16
84,96,0,0,10,138.15
6,34,2,1,9,138.15
44,111,0,0,13,138.14
32,85,0,2,6,138.14
52,100,1,0,7,138.12
3,44,0,2,12,138.1
77,121,0,0,11,138.1
71,147,0,1,16,138.1
39,84,1,1,13,138.09
31,111,0,0,13,138.08
45,138,0,1,11,138.07
15,91,0,2,6,138.06
48,114,0,0,6,138.04
99,135,1,1,10,138.04
55,56,2,3,15,138.03
17,50,0,0,13,138.01
106,126,0,1,9,138.01
50,143,0,2,16,138.0
91,110,0,0,7,137.99
80,106,2,0,18,137.99
85,147,1,1,11,137.97
74,137,0,0,13,137.97
59,114,0,1,6,137.95
72,107,1,0,17,137.94
79,119,2,2,32,137.93
59,101,1,1,11,137.93
73,121,0,0,11,137.9
57,91,1,0,7,137.9
59,143,2,2,12,137.88
30,71,0,2,12,137.87
17,39,0,1,11,137.84
39,131,0,0,8,137.82
75,85,0,0,8,137.8
9,33,2,3,14,137.79
106,113,1,1,12,137.78
97,104,0,1,13,137.78
112,125,1,1,6,137.76
119,140,2,2,28,137.75
9,125,2,2,6,137.74
92,119,1,1,31,137.74
32,143,1,1,12,137.73
47,93,0,0,5,137.71
110,119,1,4,18,137.71
40,82,0,0,11,137.69
2,147,1,0,11,137.69
72,73,2,0,14,137.68
69,77,1,2,18,137.65
71,94,1,1,16,137.65
14,133,0,1,6,137.65
14,83,0,0,12,137.64
71,103,1,2,16,137.64
122,130,1,1,5,137.64
44,73,1,1,17,137.63
80,141,0,0,11,137.63
82,125,0,0,5,137.62
1,55,2,0,10,137.62
83,102,0,1,17,137.62
69,141,0,2,16,137.61
28,103,1,2,10,137.61
63,108,1,1,6,137.57
87,102,0,0,11,137.56
80,123,1,1,6,137.55
88,130,2,1,7,137.54
17,86,2,1,11,137.51
6,50,0,1,9,137.51
53,88,1,2,8,137.51
4,61,1,0,8,137.51
5,135,0,0,14,137.49
2,19,0,0,10,137.49
59,74,0,0,17,137.48
32,35,1,0,16,137.48
49,90,1,0,12,137.47
26,78,0,2,19,137.44
49,115,1,1,14,137.41
74,86,2,2,13,137.4
10,83,1,0,12,137.4
106,119,6,10,40,137.39
50,58,1,1,10,137.37
63,142,1,1,6,137.35
97,149,0,0,7,137.34
3,22,3,0,13,137.33
48,102,1,0,15,137.32
107,113,0,0,12,137.28
67,82,0,2,3,137.28
27,52,2,1,8,137.27
110,133,0,1,5,137.26
54,73,0,0,12,137.22
33,116,1,1,12,137.22
47,77,0,2,10,137.21
115,126,1,0,8,137.21
20,81,1,0,10,137.21
39,53,0,0,13,137.2
45,72,1,0,15,137.19
16,147,1,0,11,137.19
35,104,1,2,18,137.18
24,94,0,1,11,137.18
12,51,1,0,9,137.17
95,124,1,0,5,137.17
17,75,0,1,9,137.17
60,130,0,0,8,137.15
88,147,0,0,14,137.15
115,147,1,1,15,137.14
28,105,2,1,17,137.13
7,65,0,0,11,137.12
18,26,1,2,18,137.09
14,49,1,0,9,137.08
33,122,1,0,10,137.06
9,25,1,1,16,137.05
31,132,0,1,18,137.05
59,75,2,1,8,137.04
34,80,0,0,15,137.03
3,29,1,4,6,137.03
23,44,1,0,11,137.03
14,149,1,0,7,137.02
39,102,1,1,15,137.01
54,135,2,0,8,137.01
60,96,0,0,9,137.0
97,138,1,1,7,136.97
65,101,0,1,9,136.94
28,130,4,0,6,136.92
35,92,1,0,14,136.9
81,118,0,2,9,136.89
17,45,0,1,13,136.88
54,145,0,0,10,136.85
33,88,1,0,16,136.84
2,97,0,3,8,136.81
110,143,0,0,10,136.79
99,126,0,0,6,136.77
98,138,1,2,7,136.75
111,133,0,0,6,136.74
28,34,0,0,15,136.73
94,144,0,1,11,136.72
97,108,1,1,6,136.72
61,131,0,1,5,136.71
14,74,0,1,13,136.71
3,130,1,1,7,136.69
23,119,2,1,20,136.68
14,145,1,1,11,136.66
105,112,2,1,13,136.66
21,119,1,2,28,136.63
56,132,0,0,12,136.62
134,147,1,1,5,136.58
50,95,0,0,15,136.56
35,62,0,2,13,136.55
27,145,3,1,12,136.54
31,90,4,1,15,136.54
102,122,0,0,9,136.54
11,95,0,0,7,136.52
85,103,0,2,10,136.5
22,121,0,3,10,136.47
33,149,1,3,8,136.46
2,45,0,0,11,136.44
4,28,1,1,8,136.43
62,69,2,0,17,136.41
76,130,0,0,7,136.4
27,131,2,2,5,136.38
26,91,0,1,10,136.36
84,145,0,0,13,136.35
40,53,0,0,13,136.34
42,120,0,2,6,136.3
7,118,0,0,15,136.28
13,51,1,0,9,136.27
4,19,2,0,8,136.27
45,91,1,0,12,136.27
78,116,1,0,22,136.25
19,28,1,1,9,136.23
14,99,0,0,8,136.23
50,115,0,1,16,136.21
17,27,2,2,10,136.18
8,109,0,0,13,136.17
8,139,0,1,12,136.17
4,89,2,0,15,136.16
110,125,0,0,5,136.15
40,127,2,0,7,136.14
114,139,0,0,7,136.14
89,120,0,1,12,136.13
68,144,0,0,15,136.11
16,68,1,1,14,136.1
13,41,3,0,7,136.09
26,141,0,3,9,136.04
27,49,0,1,14,136.02
34,131,1,2,6,136.01
90,132,0,1,9,136.01
5,72,0,0,14,136.0
76,104,0,1,13,135.99
29,77,1,2,11,135.99
55,110,0,0,11,135.98
23,111,0,0,7,135.98
100,108,1,1,4,135.97
109,146,2,1,11,135.97
1,51,0,1,10,135.96
59,63,2,2,7,135.94
2,90,0,1,9,135.87
48,145,1,1,10,135.85
5,89,0,1,20,135.84
35,97,0,1,14,135.83
99,103,0,0,11,135.82
10,90,2,0,12,135.81
37,54,0,1,10,135.8
102,149,2,0,9,135.79
71,81,1,0,14,135.78
82,138,1,1,5,135.78
105,138,0,1,17,135.78
40,98,1,0,12,135.78
115,139,0,1,16,135.76
29,148,0,0,11,135.76
27,68,0,1,20,135.76
74,92,0,0,15,135.75
107,140,0,1,14,135.74
7,112,0,0,13,135.73
100,109,2,3,6,135.69
9,105,1,2,20,135.68
135,139,0,1,16,135.67
13,68,0,0,13,135.66
24,65,0,1,9,135.65
25,59,1,2,14,135.64
9,147,0,0,17,135.63
94,104,1,0,17,135.63
53,118,0,0,12,135.6
39,133,0,0,6,135.59
99,110,2,0,7,135.59
88,103,1,2,14,135.58
80,109,1,1,15,135.58
40,132,0,0,17,135.57
34,39,1,3,13,135.57
44,48,2,0,14,135.56
91,132,0,0,10,135.56
95,115,0,2,11,135.56
46,127,0,0,8,135.54
44,52,1,1,13,135.51
4,76,1,0,6,135.48
55,118,2,0,16,135.46
59,85,0,1,11,135.45
54,87,0,0,6,135.43
60,84,1,0,8,135.39
9,96,1,3,10,135.37
103,107,1,0,19,135.35
67,149,0,0,5,135.35
50,118,0,1,17,135.34
58,148,1,0,8,135.33
65,88,0,0,12,135.28
61,127,0,0,6,135.25
3,86,1,1,11,135.23
95,109,1,1,13,135.23
27,128,1,3,3,135.21
68,82,1,0,11,135.21
8,102,1,1,8,135.19
62,109,0,3,15,135.18
7,62,1,1,13,135.13
28,68,1,1,15,135.11
95,114,0,0,5,135.05
74,144,0,1,13,135.04
48,122,0,0,7,135.03
60,73,0,0,13,135.03
9,84,1,0,10,135.03
69,124,1,0,10,135.02
64,84,0,1,9,135.02
17,74,0,0,12,135.01
8,119,0,0,22,135.01
31,129,1,0,10,135.01
20,48,1,0,8,134.99
2,38,0,0,12,134.98
90,97,0,0,10,134.98
17,25,0,0,13,134.97
13,59,1,0,10,134.96
37,66,1,2,15,134.95
5,82,1,0,8,134.94
45,92,0,0,12,134.89
2,77,0,0,11,134.88
79,95,2,2,8,134.88
64,73,0,0,12,134.87
116,122,1,0,7,134.86
19,147,0,0,13,134.84
33,131,0,1,8,134.83
60,77,1,0,12,134.83
17,109,1,0,16,134.82
15,55,1,3,8,134.8
32,71,1,0,13,134.79
68,84,0,0,17,134.76
127,145,0,0,9,134.75
24,73,0,0,12,134.74
29,105,2,1,11,134.68
18,146,2,1,18,134.66
52,86,1,2,10,134.63
41,116,1,1,8,134.59
73,112,0,0,13,134.57
40,48,0,0,16,134.57
20,96,0,0,7,134.51
21,80,1,1,10,134.51
98,125,0,1,6,134.5
43,92,0,0,7,134.5
19,26,1,1,10,134.48
69,135,1,1,20,134.48
122,127,1,0,4,134.48
32,74,1,0,12,134.46
9,11,0,0,11,134.46
79,109,4,2,13,134.45
76,110,0,0,7,134.44
74,135,0,1,17,134.44
15,18,0,0,15,134.43
48,100,1,1,6,134.43
44,142,0,0,12,134.42
96,146,0,1,9,134.42
5,119,3,4,28,134.39
9,75,1,2,10,134.39
57,113,0,3,3,134.39
9,37,2,3,17,134.38
17,30,2,0,9,134.37
29,65,1,0,7,134.37
22,123,1,0,8,134.33
60,91,0,0,10,134.31
55,106,0,0,23,134.31
57,144,0,1,10,134.3
44,91,1,0,14,134.28
78,122,0,0,15,134.27
119,142,2,3,20,134.26
105,139,1,1,20,134.26
20,134,1,0,3,134.25
101,147,0,0,13,134.19
34,81,0,2,14,134.19
47,117,0,0,3,134.17
71,112,0,0,13,134.15
62,85,1,0,11,134.1
23,140,2,0,6,134.09
14,62,1,0,9,134.08
33,134,0,2,6,134.04
12,88,1,0,9,134.04
135,149,2,0,8,134.03
20,124,1,0,5,134.02
58,110,0,0,7,134.02
95,102,1,1,13,134.01
72,136,1,1,13,134.0
32,33,0,2,13,134.0
13,80,1,2,8,133.98
16,36,0,0,10,133.95
66,74,0,1,17,133.91
61,115,0,0,9,133.91
21,107,2,1,11,133.9
33,63,0,1,10,133.88
109,132,0,0,17,133.88
43,105,0,0,12,133.88
26,37,2,0,14,133.83
37,77,0,0,21,133.82
6,142,0,0,8,133.82
6,95,0,0,5,133.78
2,117,1,0,2,133.78
84,115,1,1,11,133.77
6,51,1,0,9,133.75
42,84,2,2,9,133.75
10,59,0,0,14,133.75
23,104,0,0,7,133.74
17,41,0,0,12,133.7
3,109,2,1,11,133.7
31,108,1,2,10,133.7
79,90,0,0,12,133.7
28,81,0,0,13,133.68
41,146,2,0,9,133.68
88,148,0,0,11,133.67
12,60,1,0,9,133.66
112,134,1,0,3,133.65
50,98,0,2,12,133.64
11,53,1,0,7,133.62
33,75,0,2,10,133.61
66,83,2,0,16,133.59
19,84,0,1,9,133.58
130,131,2,0,2,133.56
16,94,2,1,11,133.55
100,122,0,0,5,133.54
30,44,1,0,12,133.52
25,97,2,0,9,133.51
96,139,0,0,15,133.48
5,105,1,0,17,133.47
83,98,1,1,9,133.43
85,115,1,0,12,133.41
56,145,1,1,12,133.41
58,89,1,1,16,133.4
53,132,0,0,11,133.38
31,120,2,2,7,133.37
6,14,1,1,5,133.37
77,130,0,1,10,133.37
55,133,0,0,8,133.37
92,147,0,0,14,133.34
52,71,1,1,12,133.33
71,74,1,1,17,133.3
1,121,0,0,5,133.28
10,62,2,0,12,133.28
102,108,0,1,10,133.24
10,16,1,1,12,133.21
17,138,0,0,11,133.19
97,101,0,1,8,133.18
21,118,0,1,14,133.17
10,142,0,0,9,133.17
83,119,2,2,31,133.15
60,122,0,0,7,133.14
4,48,0,0,10,133.14
43,44,0,1,10,133.13
120,130,2,1,4,133.13
13,26,0,0,9,133.13
33,45,2,1,13,133.1
7,43,0,0,9,133.1
61,144,0,0,9,133.09
49,76,0,0,12,133.09
84,129,0,0,7,133.07
38,61,0,0,11,133.06
45,84,2,3,9,133.06
9,54,0,0,11,133.06
22,90,0,0,17,133.06
46,120,0,0,6,133.04
60,121,0,0,7,133.03
12,86,1,0,10,133.03
141,143,2,3,8,133.02
94,115,1,2,10,133.02
46,97,0,1,8,133.01
26,43,0,0,7,133.01
4,104,0,0,11,133.0
53,78,2,2,18,132.98
43,131,0,1,4,132.96
53,71,0,1,12,132.94
62,83,1,1,11,132.89
39,64,2,0,10,132.89
102,134,2,2,4,132.87
64,74,0,1,10,132.86
128,134,2,0,1,132.86
18,32,2,1,18,132.85
77,82,1,0,9,132.84
38,120,0,0,7,132.83
51,53,1,1,10,132.8
49,96,0,0,11,132.79
40,96,1,1,13,132.79
45,148,1,2,8,132.77
31,131,1,3,6,132.76
10,65,0,0,12,132.73
64,148,0,0,6,132.72
26,96,1,0,10,132.71
56,102,2,4,12,132.7
66,125,0,0,9,132.7
68,90,0,1,17,132.69
98,147,0,4,10,132.69
105,124,0,1,12,132.67
20,50,1,0,9,132.64
94,117,0,0,6,132.63
82,107,0,0,11,132.62
31,60,1,0,14,132.61
56,140,1,0,10,132.58
8,24,0,0,7,132.58
69,100,1,2,9,132.57
11,112,0,0,7,132.56
84,140,1,0,12,132.55
84,144,0,1,9,132.55
7,99,1,0,11,132.55
12,20,3,1,4,132.55
118,140,1,1,13,132.55
24,84,2,3,7,132.5
143,146,0,0,10,132.49
61,148,0,0,8,132.48
43,77,0,0,9,132.48
105,116,2,0,16,132.46
1,37,3,3,8,132.46
56,127,0,0,8,132.45
23,97,1,0,7,132.43
75,82,2,2,4,132.42
35,135,0,4,17,132.41
18,111,0,2,17,132.41
32,73,3,0,11,132.4
8,110,0,0,7,132.4
19,116,1,2,8,132.38
22,70,2,0,9,132.37
2,72,1,0,11,132.37
92,138,1,1,8,132.36
44,95,1,2,12,132.35
60,62,1,1,11,132.35
35,145,1,0,18,132.35
52,57,0,0,9,132.3
5,24,0,0,10,132.29
75,94,1,2,8,132.27
70,82,0,0,4,132.26
39,69,4,1,16,132.26
54,92,1,1,7,132.25
17,49,1,0,12,132.25
35,39,2,0,15,132.23
58,74,0,0,11,132.23
37,101,1,2,14,132.23
12,37,0,0,14,132.22
37,97,2,4,10,132.21
37,103,0,5,18,132.17
40,115,1,1,14,132.17
27,82,0,0,8,132.17
68,138,1,1,14,132.16
86,113,1,0,10,132.16
40,86,7,2,11,132.15
72,103,0,1,16,132.14
78,125,1,1,12,132.12
3,98,0,0,9,132.12
19,107,0,1,17,132.12
27,88,3,1,10,132.11
111,143,1,0,9,132.1
36,44,0,2,13,132.09
56,71,2,3,11,132.09
41,132,1,0,13,132.09
66,85,0,0,15,132.08
28,147,0,0,13,132.07
63,147,1,0,9,132.07
5,57,1,0,8,132.04
56,68,1,1,13,132.03
71,140,1,0,13,132.02
34,54,2,1,9,132.01
101,125,0,1,6,132.01
9,141,2,0,10,132.0
69,133,0,0,11,131.99
109,130,1,4,8,131.98
50,126,0,1,8,131.98
27,91,1,1,10,131.95
14,46,0,1,8,131.94
68,149,0,0,12,131.91
31,123,2,1,7,131.9
39,76,0,0,12,131.88
42,57,1,2,9,131.85
75,104,1,2,9,131.83
32,105,0,0,16,131.82
32,118,0,0,13,131.8
45,98,0,0,9,131.79
66,94,1,0,17,131.78
11,27,0,0,10,131.77
48,71,0,2,12,131.77
50,141,1,1,12,131.75
72,93,0,1,5,131.72
47,89,1,1,14,131.71
62,102,0,1,15,131.69
26,129,0,0,7,131.68
21,138,2,2,8,131.67
96,140,0,0,11,131.65
7,106,1,0,22,131.65
74,96,0,1,13,131.65
47,65,0,0,9,131.64
17,124,0,0,8,131.63
74,118,0,0,18,131.63
14,56,1,1,9,131.63
19,93,0,0,5,131.62
5,106,1,0,19,131.61
11,77,0,0,11,131.61
63,92,0,0,9,131.61
63,115,0,0,11,131.6
1,140,0,2,7,131.59
17,56,0,0,12,131.58
74,106,0,0,22,131.58
31,70,1,0,9,131.55
25,85,4,0,8,131.52
9,17,1,0,13,131.51
16,43,1,0,7,131.49
77,84,2,0,13,131.49
9,56,2,0,12,131.49
34,60,0,0,12,131.49
47,106,1,0,13,131.48
87,147,0,1,7,131.47
45,115,1,4,11,131.47
8,31,1,0,12,131.46
38,130,0,0,9,131.45
107,111,1,0,12,131.45
33,118,2,3,14,131.45
116,147,2,0,10,131.44
25,132,0,1,12,131.41
3,73,0,0,12,131.41
6,116,2,2,6,131.38
34,125,0,1,8,131.38
21,58,1,0,8,131.37
43,95,1,0,6,131.36
49,135,0,1,14,131.35
100,125,0,0,6,131.31
36,145,2,1,11,131.31
98,103,0,1,12,131.31
7,97,3,2,7,131.31
35,131,0,2,8,131.3
18,75,1,4,13,131.3
65,138,0,1,6,131.29
24,100,0,0,6,131.29
4,90,1,0,9,131.28
53,106,0,1,14,131.27
120,140,0,0,4,131.26
89,114,0,0,10,131.25
95,143,2,1,9,131.25
1,18,1,2,14,131.25
37,81,0,3,17,131.23
17,62,0,0,13,131.22
110,136,0,0,9,131.21
40,147,2,0,15,131.18
9,142,0,0,10,131.17
100,115,0,1,9,131.17
66,119,3,1,37,131.16
100,145,1,2,6,131.14
82,105,0,1,13,131.13
97,132,1,0,9,131.12
55,134,0,0,6,131.09
6,138,2,1,7,131.08
8,124,0,0,6,131.06
28,104,0,1,14,131.05
54,89,0,0,16,131.04
56,65,0,0,10,131.03
81,84,3,1,9,131.01
119,146,3,2,20,130.99
12,32,0,1,9,130.98
18,60,0,0,21,130.98
52,78,0,0,19,130.97
43,109,0,0,11,130.96
49,75,2,0,10,130.95
38,66,2,0,15,130.95
20,145,2,1,7,130.94
15,88,0,0,8,130.9
46,81,0,3,9,130.86
28,64,1,1,8,130.86
71,107,0,1,21,130.82
43,89,0,2,13,130.78
3,38,2,0,11,130.78
48,55,1,1,11,130.77
1,46,1,0,6,130.76
53,126,0,0,7,130.76
12,147,0,0,10,130.75
3,11,1,1,6,130.72
53,94,1,0,11,130.7
85,113,0,0,7,130.68
59,138,0,0,13,130.68
29,110,1,3,6,130.67
50,122,0,1,8,130.66
8,53,1,0,7,130.65
28,74,0,1,12,130.65
40,122,1,2,8,130.63
96,112,0,2,9,130.6
8,114,0,0,4,130.59
79,143,1,1,11,130.58
88,95,0,0,12,130.58
23,95,0,0,6,130.58
19,86,0,0,14,130.55
69,112,0,0,15,130.49
10,131,0,4,5,130.49
70,71,0,2,7,130.49
11,75,0,0,6,130.48
104,125,1,0,11,130.48
11,83,1,0,9,130.46
38,140,1,1,11,130.44
78,144,1,0,22,130.44
99,106,2,0,13,130.43
3,28,1,1,8,130.43
37,48,0,0,13,130.43
4,118,1,1,10,130.41
116,124,1,0,6,130.41
26,92,1,0,9,130.4
59,127,0,0,9,130.39
36,144,0,1,12,130.38
69,87,0,0,10,130.36
81,85,0,1,9,130.35
41,128,1,0,6,130.33
14,104,0,1,14,130.3
50,103,0,1,17,130.27
23,129,0,0,4,130.26
90,135,1,1,14,130.26
18,46,2,1,17,130.24
108,139,0,0,10,130.24
75,141,0,1,7,130.23
59,122,1,0,8,130.21
29,66,1,0,12,130.2
103,139,0,0,18,130.18
59,103,1,3,13,130.11
21,76,0,0,10,130.09
42,83,0,1,13,130.08
25,147,0,0,15,130.07
46,104,3,0,10,130.06
14,129,0,0,7,130.06
24,38,1,0,9,130.03
51,146,0,0,10,130.03
82,86,1,1,7,130.01
92,106,0,0,16,130.0
106,138,0,2,13,129.97
80,116,0,1,11,129.97
30,92,2,3,6,129.96
24,146,0,0,9,129.93
55,108,0,1,10,129.92
32,68,0,0,17,129.91
20,63,1,0,6,129.9
62,130,0,0,9,129.89
66,101,0,1,12,129.89
25,48,0,0,13,129.87
41,81,1,0,13,129.85
61,104,0,0,11,129.84
95,101,1,2,6,129.83
61,145,1,0,11,129.82
94,107,1,0,20,129.81
19,53,0,2,9,129.79
24,141,0,0,8,129.77
13,74,1,0,10,129.76
24,79,1,0,8,129.74
8,93,0,0,4,129.7
24,47,0,2,7,129.7
34,120,0,0,7,129.69
92,105,0,1,15,129.67
17,77,0,0,12,129.66
9,132,2,0,13,129.65
74,147,0,1,15,129.59
25,138,2,2,9,129.59
22,94,2,2,16,129.58
81,96,0,2,9,129.55
32,53,0,1,10,129.54
22,81,1,3,16,129.51
79,87,0,0,10,129.5
80,115,2,1,12,129.5
65,143,2,0,8,129.49
36,98,0,0,9,129.46
48,107,1,3,14,129.43
27,84,0,3,11,129.43
2,88,0,0,10,129.42
30,40,1,3,11,129.42
68,114,0,0,8,129.42
32,138,0,1,10,129.41
81,131,0,1,7,129.38
4,58,0,0,7,129.37
12,45,2,0,8,129.34
33,37,1,4,18,129.34
10,91,1,0,12,129.33
79,81,1,1,10,129.33
27,73,1,0,14,129.32
29,106,1,1,14,129.3
53,56,2,1,8,129.26
20,65,1,1,5,129.24
74,94,1,0,15,129.24
105,137,1,3,11,129.24
69,92,1,1,15,129.24
19,34,1,1,13,129.23
2,87,0,0,6,129.23
9,74,0,0,18,129.23
47,74,0,1,10,129.21
92,121,0,1,8,129.21
21,103,1,0,12,129.2
80,91,0,0,11,129.16
39,145,0,0,15,129.15
75,109,0,0,14,129.15
16,135,1,1,9,129.14
68,113,1,0,11,129.14
12,24,0,1,8,129.14
55,63,0,0,11,129.12
10,146,1,3,9,129.11
25,118,4,1,13,129.1
60,143,1,0,10,129.08
71,105,1,1,21,129.08
36,74,0,0,14,129.05
23,63,2,0,5,129.04
14,23,0,0,7,129.02
73,143,0,0,14,129.02
21,33,1,1,11,129.01
60,114,0,0,5,128.98
65,108,1,0,8,128.97
85,116,3,0,8,128.95
51,90,0,1,11,128.94
81,103,1,0,15,128.93
16,86,0,3,9,128.93
81,101,1,0,8,128.91
71,108,0,0,10,128.91
45,99,0,0,11,128.85
11,55,0,0,12,128.85
25,112,2,1,9,128.84
26,112,0,0,10,128.82
30,83,0,3,8,128.81
33,138,0,4,10,128.81
21,72,0,0,12,128.79
60,81,1,0,9,128.74
40,100,0,0,9,128.74
72,111,0,0,12,128.74
92,122,0,0,7,128.74
11,116,1,0,8,128.73
14,32,0,0,10,128.72
42,61,0,0,9,128.71
12,128,0,0,5,128.67
121,136,1,0,7,128.66
78,118,0,0,24,128.6
30,72,1,0,10,128.6
32,77,0,1,12,128.6
30,42,0,1,10,128.58
85,140,0,0,8,128.58
45,95,1,1,9,128.57
91,148,1,3,5,128.57
13,45,0,0,9,128.56
111,116,1,0,6,128.56
7,15,0,0,9,128.56
17,107,0,0,17,128.55
17,51,0,0,14,128.53
16,138,0,0,10,128.5
72,139,0,0,17,128.5
76,146,0,0,8,128.5
44,115,0,2,15,128.49
63,96,0,1,8,128.48
26,90,0,1,7,128.47
14,76,0,0,9,128.47
1,139,0,1,10,128.47
39,101,0,1,11,128.46
53,59,2,2,10,128.45
12,58,1,0,8,128.42
57,127,0,0,3,128.42
24,72,0,0,10,128.41
37,73,2,3,18,128.41
28,35,2,2,12,128.41
67,140,0,0,9,128.38
35,72,2,3,14,128.37
53,82,0,1,5,128.36
101,111,0,0,7,128.36
31,42,0,2,13,128.35
6,85,1,1,6,128.35
45,135,0,1,16,128.35
36,100,0,1,6,128.33
90,118,0,0,16,128.33
6,130,1,1,5,128.33
32,132,0,0,11,128.31
55,74,1,3,17,128.3
77,87,0,0,10,128.28
52,75,0,0,10,128.27
73,142,0,1,8,128.25
10,39,1,1,13,128.24
23,39,2,1,7,128.23
132,137,0,0,12,128.22
55,86,0,4,15,128.22
12,101,1,0,9,128.22
45,88,2,2,12,128.21
7,96,1,1,12,128.2
21,100,0,1,7,128.18
14,135,0,3,11,128.17
62,142,0,0,8,128.17
28,119,1,1,29,128.14
63,66,0,1,12,128.12
54,72,0,1,9,128.11
47,75,0,0,8,128.11
102,141,0,1,12,128.08
14,73,1,0,13,128.08
10,50,0,0,16,128.07
65,116,0,0,8,128.07
5,56,0,1,10,128.05
71,84,0,1,12,128.03
69,94,0,1,20,128.03
15,17,0,1,6,127.99
43,49,0,1,6,127.98
27,72,1,0,14,127.97
33,64,1,1,11,127.96
105,110,1,1,11,127.96
26,47,1,0,7,127.92
32,126,0,0,6,127.9
80,139,0,1,15,127.88
